ingno,ingname,lisklevel,liskgrade,datagrade,useful,harmful,caution,function
743,황색5호,1,낮음,없음,없음,없음,주의성분,없음
744,흑색401호,0,없음,없음,없음,없음,주의성분,없음
745,나무이끼추출물,7,높음,적음,없음,없음,알레르기 주의성분,없음
746,니랄룰,5,중간,적당함,없음,없음,알레르기 주의성분,없음
747,리모넨,6,중간,충분함,없음,없음,알레르기 주의성분,없음
748,메칠2-옥티노에이트,5,중간,적음,없음,없음,알레르기 주의성분,없음
749,벤질벤조에이트,6,중간,적당함,없음,없음,알레르기 주의성분,없음
750,벤질살리실레이트,7,높음,적음,없음,없음,알레르기 주의성분,없음
751,벤질신나메이트,5,중간,적음,없음,없음,알레르기 주의성분,없음
752,벤질알코올,5,중간,적당함,없음,없음,알레르기 주의성분,없음
753,부틸페닐메칠프로피오날,7,높음,적당함,없음,없음,알레르기 주의성분,없음
754,시트랄,7,높음,적당함,없음,없음,알레르기 주의성분,없음
755,시트로넬올;시트로넬롤,5,중간,적당함,없음,없음,알레르기 주의성분,없음
756,신나밀알코올,7,높음,적음,없음,없음,알레르기 주의성분,없음
757,신남알,7,높음,적당함,없음,없음,알레르기 주의성분,없음
758,아니스에탄올;아니스알코올,5,중간,적음,없음,없음,알레르기 주의성분,없음
759,아밀신나밀알코올,7,높음,적음,없음,없음,알레르기 주의성분,없음
760,아밀신남알,7,높음,적음,없음,없음,알레르기 주의성분,없음
761,알파-이소메칠이오논,5,중간,적음,없음,없음,알레르기 주의성분,없음
762,유제놀,7,높음,적당함,없음,없음,알레르기 주의성분,없음
763,이소유제놀,7,높음,적당함,없음,없음,알레르기 주의성분,없음
764,제라니올,7,높음,적당함,없음,없음,알레르기 주의성분,없음
765,참나무이끼추출물,7,높음,적음,없음,없음,알레르기 주의성분,없음
766,쿠마린,7,높음,적당함,없음,없음,알레르기 주의성분,없음
767,파네솔,4,중간,적당함,없음,없음,알레르기 주의성분,없음
768,하이드록시시트로넬알,7,높음,적음,없음,없음,알레르기 주의성분,없음
769,하이드록시이소헥실3-사이클로헥센카복스알데하이드,0,없음,없음,없음,없음,알레르기 주의성분,없음
770,헥실신남알,5,중간,적음,없음,없음,알레르기 주의성분,없음
771,4-메칠벤질리덴캠퍼,4,높음,적당함,없음,없음,없음,자외선 차단
772,드로메트리졸,0,없음,없음,없음,없음,없음,자외선 차단
773,드로메트리졸트리실록산,4,중간,적음,없음,없음,없음,자외선 차단
774,디갈로일트리올리에이트,0,없음,없음,없음,없음,없음,자외선 차단
775,디소듐페닐디벤즈이미다졸테트라설포네이트,0,없음,없음,없음,없음,없음,자외선 차단
776,디에칠아미노하이드록시벤조일헥실벤조에이트,2,낮음,적음,없음,없음,없음,자외선 차단
777,디에칠헥실부타미도트리아존,2,낮음,적음,없음,없음,없음,자외선 차단
778,메칠렌비스-벤조트리아졸릴테트라메칠부틸페놀,0,없음,없음,없음,없음,없음,자외선 차단
779,멘틸안트라닐레이트,1,낮음,적당함,없음,없음,없음,자외선 차단
780,벤조페논-8,0,없음,없음,없음,없음,없음,자외선 차단
781,비스-에칠헥실옥시페놀메톡시페닐트리아진,0,없음,없음,없음,없음,없음,자외선 차단
782,시녹세이트,3,중간,적음,없음,없음,없음,자외선 차단
783,에칠헥실디메칠파바,5,중간,적당함,없음,없음,없음,자외선 차단
784,에칠헥실살리실레이트;옥티살레이트,4,중간,적당함,없음,없음,없음,자외선 차단
785,에칠헥실트리아존,1,낮음,없음,없음,없음,없음,자외선 차단
786,옥토크릴렌,3,중간,적당함,없음,없음,없음,자외선 차단
787,이소아밀p-메톡시신나메이트,1,낮음,적음,없음,없음,없음,자외선 차단
788,테레프탈릴리덴디캠퍼설포닉애씨드,0,없음,없음,없음,없음,없음,자외선 차단
789,페닐벤즈이미다졸설포닉애씨드,3,중간,적음,없음,없음,없음,자외선 차단
790,폴리실리콘-15;디메치코디에칠벤잘말로네이트,2,낮음,적음,없음,없음,없음,자외선 차단
791,호모살레이트,4,중간,적음,없음,없음,없음,자외선 차단
792,아데노신,1,낮음,적당함,없음,없음,없음,주름개선
793,폴리에톡실레이티드레틴아마이드,0,없음,없음,없음,없음,없음,주름개선
794,나이아신아마이드;니코틴산아마이드,1,낮음,적당함,없음,없음,없음,미백개선
795,닥나무추출물,0,없음,없음,없음,없음,없음,미백개선
796,마그네슘아스코빌포스페이트,1,낮음,적음,없음,없음,없음,미백개선
797,알파-비사보롤;비사볼올,1,낮음,적음,없음,없음,없음,미백개선
798,에칠아스코빌에텔,0,없음,없음,없음,없음,없음,미백개선
799,유용성감초추출물,0,없음,없음,없음,없음,없음,미백개선
800,아스코빌글루코사이드,1,낮음,적음,없음,없음,없음,미백개선
801,아스코빌테트라이소팔미테이트,1,낮음,적음,없음,없음,없음,미백개선
